Code;Libellé;Nb de pers. âgées de 65 ans ou + 2020;Taux d'emploi des femmes de 25-54 ans 2020;Taux d'emploi des hommes de 25-54 ans 2020;Part des pers., dont le diplôme le plus élevé est le bepc ou le brevet, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des locataires HLM dans les rés. principales 2020;Part des pers. âgées de 25 à 64 ans 2020;Part des pers. âgées de 65 ans ou + 2020;Créations d'entreprises (en nombre) 2022
86115;Jaunay-Marigny;1339;85.3;89.4;5.5;14;7.6;7.8;6;50.6;17.5;74
86116;Jazeneuil;158;86.7;85.7;5.7;13.8;9.4;9.1;4.1;56.9;20;3
86117;Jouhet;95;85.4;89.8;4.9;9;3.9;3.4;3.1;51.3;18;9
86118;Journet;118;84.1;91.5;5.3;6.8;7.7;5.1;0;46.6;31.9;6
86119;Joussé;89;80.8;83;5.9;3.6;5.1;2.3;10.8;52.3;29.3;1
86120;Lathus-Saint-Rémy;427;84.8;89.4;5.9;8.5;6.5;3.3;1.9;43.5;35.1;9
86121;Latillé;329;86.8;82.2;5.8;9.3;5.7;4.5;13.6;50;22.6;16
86122;Lauthiers;11;85.7;78.6;4.2;8.3;6.2;8.3;0;52.9;16.2;1
86123;Boivre-la-Vallée;507;85.8;89.5;4.1;11.2;7.6;6.4;8.2;53.5;16.5;24
86124;Lavoux;212;95.3;94.3;4.5;17.1;13.8;8.6;2;51.9;17.9;18
86125;Leigné-les-Bois;119;79.5;94.4;3.8;8.8;5.3;2.7;0;52;20;5
86126;Leignes-sur-Fontaine;125;86.6;86.2;4.1;11.6;4.6;2.8;5.1;48.8;19.3;4
86127;Leigné-sur-Usseau;76;85.6;88.8;4.9;9.3;3.6;2.3;2.7;55.2;16.5;3
86128;Lencloître;711;84.4;88.3;6.1;9.4;4.1;2.8;9.4;45.2;28.8;20
86129;Lésigny;139;87.1;90.5;7.6;9.5;7.8;5.4;0;49.6;26.6;6
86130;Leugny;98;73.9;84.2;8.2;8.5;5.2;3.9;2.2;51.4;26;4
86131;Lhommaizé;149;88.1;87.9;5.3;12.9;6.5;3.4;3.9;52.3;16.7;10
86132;Liglet;111;72.2;81.9;8.1;9.5;6;4.6;0;46.8;36.1;7
86133;Ligugé;880;89.5;89.5;4.2;13.6;11.6;12.1;4.2;46.9;25.9;42
86134;Linazay;48;78;80;8.2;8.2;9.9;5.8;7.8;53;21.9;2
86135;Liniers;100;92.6;94.6;3.5;18.1;12.9;8.7;0;54.2;17.4;7
86136;Lizant;135;75.5;91.6;6.4;7.2;3.7;3.2;0;48.7;34.9;7
86137;Loudun;2067;72.9;76.3;6.1;7;4.6;2.8;14.7;46.5;30.8;61
86138;Luchapt;116;78.3;62.9;5.6;6.5;3.9;5.2;0.9;44.6;46.2;7
86139;Lusignan;827;83.4;88.6;7.9;8.9;7.3;6.2;7.4;45;31.5;20
86140;Lussac-les-Châteaux;746;75.9;89;5;8.9;5;3.6;5.5;44.1;32.8;19
86141;Magné;118;90.9;90.9;2.2;14.2;8.7;5.7;1.8;53.3;17.6;6
86142;Maillé;74;83.9;90.2;6.6;8.6;3.7;3.3;4.6;52.1;11.6;8
86143;Mairé;44;73.5;72.2;6.1;9.5;4.8;2.7;2.3;54.3;25.1;0
86144;Maisonneuve;69;77.9;92.3;6.3;9.1;6.7;4;4.3;52.2;21.4;3
86145;Marçay;144;92;93.4;3.1;16.9;11.6;6.7;5.1;52.5;12.1;13
86147;Marigny-Chemereau;103;91;95.6;3.7;9.1;9.8;5.8;1.2;49.9;17.1;9
86148;Marnay;117;90.2;88.5;2.5;13;7.8;5.1;3.4;55.6;16.4;7
86149;Martaizé;103;79.6;85.2;5.7;6;3.9;2.7;7.5;50.4;27.7;3
86150;Massognes;68;83.6;91.3;2.6;12.5;7.3;5.6;3.4;47.9;25.3;0
86151;Maulay;41;71.4;86.7;4.3;6.5;8;2.9;0;50;23.6;2
86152;Mauprévoir;216;84;87.1;3.9;8.1;5.2;4;4.8;43.9;37.4;5
86153;Mazerolles;168;83.2;88.8;5.1;9.9;5.7;2.2;2.7;52.6;19.4;4
86154;Mazeuil;66;84.7;91.8;5.6;11.5;7.5;5.3;3.1;50;25.5;3
86156;Messemé;38;76.6;91.7;4.7;14.2;5.9;3;0;54;15.9;1
86157;Mignaloux-Beauvoir;907;88.1;89.2;3.1;13.8;16.2;18.2;6;49.9;18;92
86158;Migné-Auxances;1290;86.9;90.5;5.2;13.4;12.4;10.8;8.6;50.6;20.9;77
86159;Millac;171;84.7;87.3;5.8;6.5;3.6;4.3;2.3;48.8;32.6;8
86160;Mirebeau;554;74;83.7;6.3;6.7;5.9;5.1;13.7;47.1;25.8;22
86161;Moncontour;300;72.7;80;5.4;6.7;5;5.5;12.5;46.6;30.2;9
86162;Mondion;31;78.6;88.9;3.5;8.2;7.1;9.4;0;50.9;27.4;3
86163;Montamisé;750;90.7;92.5;4.5;15.3;14.6;16.6;6.3;50.1;20.4;51
86164;Monthoiron;141;85.7;89.1;5;11.1;7.3;7.3;6.7;50.7;21.1;3
86165;Montmorillon;2056;76.5;78.4;6.4;7.3;5.7;4.2;8.3;45.1;34.8;50
86167;Monts-sur-Guesnes;276;60.9;63;5.9;6.2;5.8;7.9;21.2;40.5;30.1;4
86169;Morton;58;80;91.9;5.9;11.8;1.3;2.9;8.5;51.1;16;3
86170;Moulismes;85;79.5;87.4;4.5;5.8;4.4;4;2.4;52.8;23.1;4
86171;Moussac;129;82.4;90.3;4.8;7.5;9.1;3.2;1.7;53.3;29.4;1
86172;Mouterre-sur-Blourde;73;83.3;66.7;2.9;3.6;5.9;5.1;5.1;33.9;45.9;0
86173;Mouterre-Silly;148;81;87.2;9.9;7.1;4.3;2;5.2;52.8;22.5;8
86174;Naintré;1362;81.3;85.2;4.4;10.4;5.2;3.5;11;49.6;23;51
86175;Nalliers;83;85.7;77.3;8.4;8;4.2;4.6;2.6;50.6;26.9;1
86176;Nérignac;45;71.4;95.2;10.1;5.5;3.7;5.5;0;48;36.6;2
86177;Neuville-de-Poitou;1235;86.4;87.3;5.4;12.7;8.8;6.2;8.8;48.9;23;69
86178;Nieuil-l'Espoir;492;91.7;92.7;4.7;13.8;9.1;6.1;6;50.7;17.7;15
86180;Nouaillé-Maupertuis;649;92.9;92.8;4.2;16.2;15.2;13;1.9;50.9;22.4;27
86181;Nueil-sous-Faye;77;81.9;87.7;3.9;6.9;6.1;3.9;2.6;43.7;36.5;2
86182;Orches;87;80.3;90.2;6.7;9.7;6.7;3.4;3;54.1;24;4
86183;Les Ormes;353;82.9;88.8;6.1;9.6;5.9;2.4;3.5;49.5;21.9;10
86184;Ouzilly;143;85.6;93.9;3.6;11;6.1;4.5;2.9;54.3;15.1;15
86186;Oyré;230;86;87.9;7.1;11.9;5.6;3.8;1;49.8;24.1;10
86187;Paizay-le-Sec;67;84.4;86.5;5.2;10.7;7.8;2;5.2;57.4;14.4;3
86189;Payroux;153;65.4;48;5.3;6.2;3.6;3.1;2.5;55.1;32.7;7
86190;Persac;222;85.3;87.9;7.4;8.4;6.7;4.2;1.7;46.4;30.8;10
86191;Pindray;78;89.2;90.9;5.9;8.1;3.3;1.9;0;49.6;31.8;3
86192;Plaisance;50;88.9;88.5;6.1;12.2;6.9;0.8;0;43.7;28.2;0
86193;Pleumartin;358;79.9;81;6.1;9.1;4.5;3;4.3;46.9;29.8;12
86194;Poitiers;14051;70.3;73.8;5.3;11.1;13.1;16.4;22.4;43.2;15.6;1460
86195;Port-de-Piles;112;79.7;82.6;5.5;7.9;2.7;2.5;12.2;49.8;19.9;3
86196;Pouançay;48;83.3;82.5;4.4;8.1;4.2;3.5;16.7;49.7;20.7;1
86197;Pouant;94;82.4;83.1;7.9;9.7;2.6;1.5;5.2;54.3;22.5;4
86198;Pouillé;72;91.7;95.8;4.3;17;10.2;7;0;57.8;10.2;12
86200;Pressac;193;76.2;88.5;4;5.9;3.8;1.9;6.6;45.3;34.4;12
86201;Prinçay;59;78.6;85.5;5.5;7.6;8.8;6;7.9;47.1;28.2;3
86202;La Puye;230;83.9;83.1;14.4;8;4.9;4.7;0.9;41.8;38.4;6
86203;Queaux;164;82.4;90.3;6.5;7.1;7.2;6.7;3.4;50;29.8;12
86204;Quinçay;454;91.2;95.4;3.9;15.4;13;11.1;0.8;51.3;21.3;28
86205;Ranton;49;84.8;91.2;3.5;9.7;7.6;2.1;0;49.7;23.8;2
86206;Raslay;29;90.9;76.9;6.8;6.8;1.9;7.8;10.3;51.1;21.5;0
86207;La Roche-Posay;561;81.4;84.6;8.7;10.9;7.6;7.2;8.6;42.2;35.8;23
86209;Roches-Prémarie-Andillé;399;92.8;92.1;4.1;15;10.2;7.8;4.3;52.4;19.3;14
86210;Roiffé;125;78.4;90.7;7.5;5.7;3.9;3.9;15.5;54.4;16.7;7
86211;Romagne;241;77.1;89.2;4.8;10.4;8.2;4.4;6.4;48.9;27.7;6
86213;Rouillé;563;84.5;91.7;6.5;9.8;6.8;5.1;2.8;47.6;22.5;19
86214;Saint-Benoît;1957;83.4;86.3;4.7;12.8;14.9;17.2;9;44.1;26.8;103
86217;Saint-Christophe;68;83;92.2;4.6;10.2;6;1.3;0;49.2;24;6
86218;Saint-Clair;48;69.7;65.6;4.7;4.7;6.7;2;1.1;48.5;24.5;0
86220;Saint-Gaudent;103;85.7;91.7;4.6;9.6;5.8;1.5;0;45.7;33;4
86221;Saint-Genest-d'Ambière;226;81.4;92.3;5.4;8.8;5.1;3;1.8;53.3;18.9;13
86222;Saint-Georges-lès-Baillargeaux;871;90.2;92.6;4.4;14.5;10;9.3;5.4;51.1;20.4;41
86223;Saint-Germain;310;85.9;83.8;6.2;5.6;3.9;2.6;10.2;46.8;34.2;8
86224;Saint-Gervais-les-Trois-Clochers;369;81.9;94.1;4.5;11.4;5.1;4.8;6.9;46.5;27.7;12
86225;Saint-Jean-de-Sauves;354;81.6;83.4;5.9;8.4;4;2;5.2;47.7;25.8;6
86226;Saint-Julien-l'Ars;550;92.4;92;4.8;13.8;12.3;8.4;2.5;52.7;19.4;28
86227;Saint-Laon;28;86.4;87;8.1;2;2;3;0;55.6;20.6;1
86228;Saint-Laurent-de-Jourdes;37;87.8;94.7;8.7;8.7;10.9;4.3;5.3;50;18.4;1
86229;Saint-Léger-de-Montbrillais;76;80.7;76.7;8;7.9;4.5;2.3;2.6;53.1;22.3;2
86230;Saint-Léomer;54;65.2;90.9;10.4;11.2;6.7;3;0;47.1;31.8;1
86233;Valdivienne;548;84.2;89.6;4.2;12;6.5;4.5;1.9;52.9;19.9;37
86234;Saint-Martin-l'Ars;145;73.1;87;6.9;6.5;6;4.2;2.6;45.3;37.8;5
86235;Saint-Maurice-la-Clouère;230;88.4;92.8;4.5;11.2;7.9;5.3;3.9;52.2;17.7;16
86236;Saint-Pierre-de-Maillé;296;75.2;84;6.3;6.6;5.8;5.4;1.3;47.2;33.5;8
86237;Saint-Pierre-d'Exideuil;205;81.5;91.9;5.2;8.5;6.2;3;1.5;50.2;26.6;2
86239;Sainte-Radégonde;45;87.5;88.6;3.7;7.4;3;3;3.9;49.4;25.6;3
86241;Saint-Rémy-sur-Creuse;117;74.1;83.9;6.9;7.5;4.6;4.1;2.2;50.9;28.3;3
86242;Saint-Romain;121;70;82;6.7;7.3;4.4;1.9;3.2;44.5;30.8;4
86244;Saint-Sauvant;309;83.6;85.8;5.1;12.2;7.2;9.2;3.1;48.5;24.4;12
86245;Senillé-Saint-Sauveur;485;86.1;92.9;4.5;10.5;6.5;5.7;3.3;48;27.7;14
86246;Saint-Savin;280;81.6;80;5.9;6;4.4;4.4;12.7;46.5;34.3;10
86247;Val-de-Comporté;298;84.5;92.4;5.1;7.4;5.2;3.1;1.1;46.8;29.4;11
86248;Saint-Secondin;139;83.1;83.4;6.4;7.4;2.9;4.7;6.4;48.3;25.9;5
86249;Saires;35;94.7;100;4.7;6.6;8.5;5.7;0;52.4;28.2;0
86250;Saix;41;79.8;88.9;6;6.9;5;1.5;0;51.5;14.3;2
86252;Sammarçolles;157;86.7;97.2;7;8.9;4;3.4;6;46.7;24.1;3
86253;Sanxay;169;76.4;89.6;5.7;11.6;5.5;5;2.7;46.4;30.9;3
86254;Saulgé;286;86.4;87.2;6.5;7;5.6;4.1;1.3;49.5;28.6;9
86255;Savigné;403;80.2;89.2;7.4;8.7;7.2;4.3;1.3;46.5;30.9;12
86256;Savigny-Lévescault;171;92.1;92.1;1.7;17.5;15.5;10.2;3.2;54.9;14.1;16
86257;Savigny-sous-Faye;63;73.7;84.8;3.6;5.7;11.2;4;0;53.1;17.1;6
86258;Scorbé-Clairvaux;577;83.4;89.1;5.3;11.6;5.9;4.6;1.9;48.1;26.1;24
86260;Sérigny;101;77.6;78.3;6.2;6.6;4.1;4.6;0;44.7;32.1;5
86261;Sèvres-Anxaumont;507;88.7;94.4;5.5;14.3;12.2;10;3.6;50.5;22.5;28
86262;Sillars;136;83.7;90;7.2;10.3;7.1;3.6;2.6;52;23.4;2
86263;Smarves;731;85.6;86.1;4.9;12.7;12.1;10.7;5.7;48.4;25.1;26
86264;Sommières-du-Clain;220;74.4;72.3;5.3;8.1;6.4;3.6;2.9;47.9;29.5;3
86265;Sossais;88;84.4;91;6.7;9.3;6.4;4.5;3.8;51.5;20.8;2
86266;Surin;48;76.5;90.5;7.4;7.4;6.5;1.9;0;46.8;35.5;3
86268;Tercé;179;94;95.2;4.5;14.3;8.1;7.6;1.7;54.4;15.9;9
86269;Ternay;54;76;100;4.8;12.2;1.4;2;0;47.1;28.3;0
86270;Thollet;68;84.2;83.3;6.4;5;11.4;6.4;0;41.7;43.6;5
86271;Thurageau;133;92.2;94.5;3;15.4;5.8;7.2;1.9;54;16.9;7
86272;Thuré;652;84.1;92.8;5.4;11.3;5.5;4;3.3;50.9;22.9;20
86273;La Trimouille;321;77.2;80.9;6.6;7.7;6;4.6;3.5;42.8;37.4;7
86274;Les Trois-Moutiers;290;76.8;80.3;4.8;7.2;2.9;1.5;7.5;44.9;26.6;11
86275;Usseau;110;84.7;89.8;4.1;10.7;4.6;3.8;0;52.9;18.3;3
86276;Usson-du-Poitou;465;72.9;89.2;6.4;8;3.5;2.4;12.2;44.4;37.4;8
86279;Vaux-sur-Vienne;139;82.6;88.1;6.7;11.1;5.1;4.1;3.8;47.9;25.8;5
86280;Vellèches;88;89.9;87.8;3;9.2;4.8;3;3.7;48.3;24.8;3
86281;Saint-Martin-la-Pallu;943;87.9;93.7;4.8;13.5;7.7;6;1.5;52.2;16.9;76
86284;Vernon;101;92.2;92.1;3.2;12.6;9.1;4.2;2.6;52.6;14.1;5
86285;Verrières;228;84.4;95.1;5.4;13.4;7.7;5.9;5.4;49.5;24;7
86286;Verrue;100;75.8;84.4;2.9;7.4;7.1;1.3;1.1;50.7;25.9;9
86287;Vézières;72;76.1;80.9;6;7.5;6;4.5;4.7;54.3;20.2;4
86288;Vicq-sur-Gartempe;217;81.8;83.7;6;9.4;6.1;4.1;1.8;45.9;34.7;11
86289;Le Vigeant;226;72.5;68.8;5;5.5;6.2;1.9;1.9;47.9;33.8;6
86290;La Villedieu-du-Clain;305;88.7;93.8;5.1;11.2;8.3;5.5;7.2;50.8;19.9;8
86291;Villemort;28;86.4;94.1;5.6;3.3;6.7;8.9;0;54.4;27.2;1
86292;Villiers;110;90.5;95.9;3.9;14.9;9.3;5.9;1.1;54.7;11.8;8
86293;Vivonne;847;83.6;50.9;5;9.9;6.9;4.5;8.1;55.4;19.1;37
86294;Vouillé;846;85.5;92.8;5.1;12.5;8.1;7.5;4.4;48.1;23;38
86295;Voulême;136;83.3;90.5;6.9;8.1;9.3;2.1;0;49.4;34.7;4
86296;Voulon;59;84;90.6;3.2;17;8.3;8.6;7.8;54.7;12.5;3
86297;Vouneuil-sous-Biard;1248;88.6;89.7;4.6;14.5;10.8;9.8;6.5;51;20.3;65
86298;Vouneuil-sur-Vienne;480;87.8;89.6;4.1;10.4;9.1;6.9;7.9;46.8;21;25
86299;Vouzailles;91;86.3;92.2;5.2;12.6;4.9;5.4;2.5;53;16;9
86300;Yversay;53;91.1;92.4;4.9;18.8;10.6;6.6;0;56.1;8.5;6
87001;Aixe-sur-Vienne;1615;83;83.2;6.8;12.3;10.4;6.9;11.1;47.5;27.8;53
87002;Ambazac;1374;84.3;88.5;5.5;11.6;7.1;5.8;9;48.4;24.7;51
87003;Arnac-la-Poste;283;74.6;81.6;6.4;6.9;5.8;3.4;5.8;50.2;30.5;5
87004;Augne;33;64.7;94.1;5;11.9;14.9;9.9;0;50.8;29;2
87005;Aureil;193;91.9;94.9;4.3;14.7;10.5;8;0.7;55.6;19.1;8
87006;Azat-le-Ris;94;79.2;87.5;4.9;8.3;6.3;3.9;0;44.2;39.2;3
87007;Balledent;67;71.9;81.8;7.4;7.4;3.7;3.7;0;45.9;34.2;0
87008;La Bazeuge;38;90.9;92.6;2.7;6.3;2.7;1.8;0;51.4;25.7;3
87009;Beaumont-du-Lac;47;80;85.7;7.4;4.9;10.7;4.9;0;49;33.6;0
87011;Bellac;1321;66.9;74.3;6.8;7;5.6;3.9;18.6;43.8;36.5;41
87012;Berneuil;108;84.7;85.4;4.4;8.6;6.2;0.3;0;49.3;24.5;7
87013;Bersac-sur-Rivalier;148;77.3;86.3;6.3;8.3;6.3;6.2;0.7;51.3;22.4;7
87014;Bessines-sur-Gartempe;778;82.4;88.9;6.2;9.6;6.8;4.5;16.2;49.6;27.9;19
87015;Beynac;109;95.9;89.2;6.3;19.1;11.9;7.7;0;52.9;15.3;9
87016;Les Billanges;81;85.1;81.5;2.9;7.4;5.3;5.3;0;51.4;28.2;3
87017;Blanzac;118;85;92.1;5;9.6;7.7;4.5;0;51.1;23.6;4
87018;Blond;177;81.1;83.8;6.8;7;9.8;5.7;0.6;52.6;25.6;9
87019;Boisseuil;531;89.2;95.3;4.5;16.1;12.3;9.6;4.5;54.1;18.2;18
87020;Bonnac-la-Côte;241;89.4;90.1;4.1;13.3;9.1;7.1;1.2;56;14.6;20
87021;Bosmie-l'Aiguille;500;87;89.8;4.7;15.6;10.1;7.6;4.7;54.5;19.1;25
87022;Breuilaufa;21;92;96.2;9.3;9.3;3.1;4.1;0;61.7;18.3;1
87023;Le Buis;43;94.3;97.1;8.6;9.9;7.9;6.6;0;54.5;23;3
87024;Bujaleuf;339;78.8;85.9;6.5;6.3;8.6;5.2;4.3;43.5;40.7;13
87025;Burgnac;133;88.5;93.1;5;15.2;10.1;6.4;0;54.7;15.6;7
87027;Bussière-Galant;478;82.1;89.9;4.8;7;6;4.6;0;46.8;37.7;15
87028;Val-d'Oire-et-Gartempe;639;75.7;78.4;4.9;6.5;6.4;4.6;3.3;46.5;38.3;26
87029;Les Cars;207;83;84.4;10.2;11.5;5.1;3.7;4.3;46;33.4;4
87030;Chaillac-sur-Vienne;209;84.5;92.8;5.3;11.5;5.6;2.9;0.7;58.6;16.7;10
87031;Le Chalard;91;79;88.4;7.7;8.4;5.4;7.2;0;50.7;29.7;4
87032;Châlus;645;73;82.5;7.5;7.4;4.3;3.5;3;42.1;39.1;18
87033;Chamboret;156;82.7;88.7;6;10.1;6.3;2;0.6;51.2;19.6;9
87034;Champagnac-la-Rivière;174;79;89.8;5.6;10.2;5.9;2.9;0;51.3;30.6;7
87035;Champnétery;125;95.4;89.9;4.8;8.1;9.3;6;0;50.4;24;3
87036;Champsac;183;80.9;88.6;6.9;9.5;7.4;2.8;0;51.5;27.1;6
87037;La Chapelle-Montbrandeix;102;68.3;82.1;9;9;6.4;7.6;0;44.5;38.7;5
87038;Chaptelat;373;89.4;94.2;5.3;15.3;10.6;8;3.5;53.9;17.8;22
87039;Château-Chervix;208;82;90.4;4.5;11.5;10.1;5.4;0;51;26.1;11
87040;Châteauneuf-la-Forêt;585;80.9;85.1;6.1;7.6;4.1;3.1;9.6;43.6;38.4;15
87041;Châteauponsac;703;82.1;82.1;7.2;7.8;6.3;3.1;6;45.5;34.5;11
87042;Le Châtenet-en-Dognon;93;88;83.3;3.3;6.4;7.1;1.6;0;52.6;24.3;5
87043;Cheissoux;44;70;76.2;6.9;11.4;10.3;5.7;0;56.2;20.3;1
87044;Chéronnac;119;65.2;78.6;6.8;8.6;10.1;5.4;0;46.7;37.5;4
87045;Cieux;239;81.8;91.8;5.1;11.5;8.4;5.9;2.1;50.1;23.8;14
87046;Cognac-la-Forêt;239;83.9;95.8;4.8;10.3;8.7;5.6;0.8;51.9;20.1;18
87047;Compreignac;342;88.4;88.9;4.9;12.8;8.9;5.4;1.1;54.3;18.3;14
87048;Condat-sur-Vienne;1164;87.1;91.4;5.4;14.5;11.6;9.4;10.8;49.8;22.7;46
87049;Coussac-Bonneval;410;86.6;88.2;5.5;8.8;7.8;5.4;0.9;49.4;31.5;19
87050;Couzeix;2288;82.5;89.3;8.1;12;9.5;7.4;7.3;48.9;23.8;97
87051;La Croisille-sur-Briance;203;78.7;86.8;7.1;6.4;7.9;5.2;1.2;51.1;33.1;11
87052;La Croix-sur-Gartempe;65;78.3;89.5;5.1;7.3;6.6;3.6;0;44.2;37.4;1
87053;Cromac;75;60.1;77.3;3.6;5.9;6;2.5;0;49;31.3;0
87054;Cussac;510;77.7;72.9;7.9;6.6;3.9;3.7;7.9;39.7;43.1;7
87056;Dinsac;74;88.5;93.5;4.7;5.2;7;2.5;0;52.1;27.9;1
87057;Dompierre-les-Églises;133;76.7;86.8;8.2;7.2;5.9;4.6;0;46;35.8;3
87058;Domps;44;87.5;91.7;5.4;8.7;1.1;6.5;0;46.5;43.6;1
87059;Le Dorat;703;79.5;77.3;7.5;5.6;4.4;4.2;7.3;40.7;45.8;17
87060;Dournazac;245;80.5;82.5;4.6;8.5;7.8;5.7;0;42.9;36.7;6
87061;Droux;124;82.2;88.9;4.8;3.8;5.5;2.7;0;46.5;35.9;5
87062;Eybouleuf;74;88.3;93.1;5;11.6;9.9;6.9;0;52.6;15.8;3
87063;Eyjeaux;203;93.3;96.2;6;15.2;12.4;6.9;2.1;53.2;15.5;11
87064;Eymoutiers;731;76.4;87.3;7.5;6.5;8;6.8;5;44.1;35;17
87065;Feytiat;1587;85.6;90.4;5.9;11.8;11.8;9;13.3;47.6;25.9;73
87066;Flavignac;242;84.9;89.5;5.3;10.8;9.3;5.6;2.5;52.4;22.6;8
87067;Folles;175;79.3;83.7;5.1;7.5;5.3;3.1;0.5;45.1;38.3;1
87068;Fromental;131;80;87.8;8.6;7.5;6.9;3.9;1.8;53;25.5;6
87069;Gajoubert;51;65;70.7;8.3;4.1;6.6;2.5;0;46.6;35.1;1
87070;La Geneytouse;165;90.8;91;5;13.2;13.9;8.1;0.5;54;16.8;13
87071;Glandon;225;87.4;88.8;7.2;9.4;4.7;4.1;6.8;49.4;28.5;10
87072;Glanges;96;83.5;86.9;7.9;13.4;8.1;5.6;0;56.8;19;7
87073;Gorre;91;83.8;88.9;5.1;10.1;6.6;7;0;53.1;23.3;4
87074;Les Grands-Chézeaux;69;90.7;89.5;5.9;12.2;6.4;3.6;0;53.3;28.9;1
87075;Isle;2249;82.3;86.2;6.8;12.3;11.9;11.7;15.6;47.2;28.6;92
87076;Jabreilles-les-Bordes;48;83.3;86.2;7.2;14.8;9.5;8.3;0;52.8;20.1;4
87077;Janailhac;115;83.3;89.5;5.4;9;9.5;4.9;0.9;50.5;21.7;7
87078;Javerdat;118;89;89.4;5;9.9;6;5;1.6;53;17;8
87079;La Jonchère-Saint-Maurice;172;83.7;82.3;7.5;12.5;6.8;4.1;1.7;51.4;20.9;7
87080;Jouac;66;70.4;78.6;7;3.2;5.8;1.3;0;46.4;37.5;2
87081;Jourgnac;171;90;90.7;4.5;14.4;12;6.9;0.9;55.3;15.5;12
87082;Ladignac-le-Long;439;79.4;82.5;8.1;7.1;6.3;4.5;0;43.8;38;10
87083;Laurière;200;67.1;93.4;5;9.3;6.6;3.2;2.2;43.2;37.7;5
87084;Lavignac;32;74.2;96.9;5.3;9.8;9.8;3;0;57.6;19.4;2
87085;Limoges;28510;70.9;76.4;6.7;10.9;11.1;10.7;20.9;45.6;21.8;1661
87086;Linards;268;83.9;92.7;7.1;12.4;5.8;4.7;1.6;50.6;26.4;19
87087;Lussac-les-Églises;185;83.9;79.3;10.2;6;3;2.8;8.1;44.4;39.7;7
87088;Magnac-Bourg;299;84.5;92.6;5.9;12.8;7.2;4.6;4.4;48.5;26.8;9
87089;Magnac-Laval;694;84.1;83.2;7;4.6;3.2;3.8;7.6;39.8;40.7;14
87090;Mailhac-sur-Benaize;84;79;81.4;5.9;3.9;5;2.2;0;52.3;31.9;3
87091;Maisonnais-sur-Tardoire;155;64.6;81.9;6.2;7.6;5.3;1.2;0;45.8;40.7;6
87092;Marval;220;78.5;76.5;5.4;12.2;11.6;7.3;0;43.9;44.4;14
87093;Masléon;67;82.1;91.4;11.4;9.9;5.9;0.9;0;53.2;23.6;3
87094;Meilhac;49;89.8;95.7;4.5;16.8;12.7;8.2;0;55.3;9.5;1
87095;Meuzac;257;83.8;88.9;8;10.9;5.6;3.2;0.3;47.5;35.2;5
87096;La Meyze;176;84.9;84.5;6.6;7.8;8.6;5.1;1.3;55.6;20.9;5
87097;Val d'Issoire;383;76.1;77.4;6.6;7.4;4.7;3.1;10;45.2;37.9;18
87099;Moissannes;64;88.5;94.7;5.5;8.7;8.5;4.7;0;53.8;19.4;8
87100;Montrol-Sénard;74;80.5;79.1;3.7;13.6;7;5.1;0;50.4;28.5;3
87101;Mortemart;39;88.9;78.3;5.8;14.6;6.8;8.7;3;52.8;31.7;1
87103;Nantiat;474;88.2;91.5;6;11.1;6.5;3.8;9.5;45.6;29.5;12
87104;Nedde;149;70.3;80;8.6;5.7;7;6;2.7;47.9;32.7;4
87105;Neuvic-Entier;263;75;80.7;6.3;8.8;6.3;4;0.6;51.5;29;11
87106;Nexon;709;84.6;88;8;12.9;6.6;5.2;4.2;47.4;28.2;22
87107;Nieul;422;88.1;89.7;9.6;13.7;8;5.9;7.2;49.2;25.9;11
87108;Nouic;167;76;82.4;5.8;6;5;5.8;1.2;44.6;37;8
87109;Oradour-Saint-Genest;117;80.5;78.4;5.6;5.9;2.8;3.2;3.4;48.5;35.6;3
87110;Oradour-sur-Glane;550;86;91.2;6.4;10.8;6.8;3.9;8;50.2;22.2;24
87111;Oradour-sur-Vayres;529;75.4;86.8;5.8;8.5;6.2;5.4;5.2;47.8;34.6;11
87112;Pageas;165;80.2;90.7;5.2;9.1;8.5;6;0;50.7;27.6;9
87113;Le Palais-sur-Vienne;1524;80.5;86.2;6.6;10.4;7.5;5;15.2;49.3;25.4;54
87114;Panazol;3469;82.3;87.4;7.7;11.3;10.4;9.1;15.7;45.2;31.5;91
87115;Pensol;74;95.8;92.9;6;6.7;7.4;5.4;0;41.7;42.3;5
87116;Peyrat-de-Bellac;348;84.9;91.1;5;7.5;5.2;2.4;0;48.3;33.2;14
87117;Peyrat-le-Château;292;73.6;83.7;6.2;8.7;7.1;4.3;3.4;51.3;28.4;8
87118;Peyrilhac;264;88.3;93.6;4.3;11.9;7.4;4.3;2.3;52;20.2;19
87119;Pierre-Buffière;319;84.8;87.7;5.7;9.7;8.4;6.7;8.8;46;27.4;14
87120;La Porcherie;142;74.4;86.9;8.5;11;4.6;5.6;0;51.8;28.1;7
87121;Rancon;129;84.5;82.9;7.5;11.1;7.8;7.5;0;52.3;26.8;3
87122;Razès;225;89.5;94.1;5.5;11.1;6.2;4.5;6;52.8;19.2;16
