Code;Libellé;Nb de pers. âgées de 65 ans ou + 2020;Taux d'emploi des femmes de 25-54 ans 2020;Taux d'emploi des hommes de 25-54 ans 2020;Part des pers., dont le diplôme le plus élevé est le bepc ou le brevet, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des locataires HLM dans les rés. principales 2020;Part des pers. âgées de 25 à 64 ans 2020;Part des pers. âgées de 65 ans ou + 2020;Créations d'entreprises (en nombre) 2022
85115;La Jaudonnière;114;88.4;90.4;6.3;8.8;3.4;3.2;3.9;50.8;18.9;8
85116;La Jonchère;143;74.3;80.6;7.3;10;4.9;3.8;2.5;47.2;30.8;5
85117;Lairoux;172;90.2;88.6;6.5;10.8;9.5;4.9;2.1;49;27.9;11
85118;Landeronde;420;92;93;3.6;12.9;9.5;8;2.3;53;18;24
85119;Les Landes-Genusson;489;89.8;92.7;3.8;12.2;5.5;2.5;5.2;51.5;20.1;25
85120;Landevieille;358;80.5;88.2;5.6;11.8;6.3;2.5;0.9;49;24.2;11
85121;Le Langon;241;79.9;89.5;5.3;9.2;7.3;3.7;9.3;51.7;23.8;7
85123;Liez;47;79.3;94.3;3.1;8.6;8.6;4.1;8.6;51.2;16.5;2
85125;Loge-Fougereuse;62;82.4;92.7;6.2;3.8;1.7;1.1;6;54.1;15.5;2
85126;Longèves;274;85.3;91.8;4.8;10.2;8.2;5.8;9.1;51.9;20.5;12
85127;Longeville-sur-Mer;1124;73.2;80.4;7.2;8.2;6;3.5;1.9;39.5;46.6;38
85128;Luçon;3136;71.8;74.9;7.9;8.2;6.4;4;11.6;45.4;32.9;100
85129;Les Lucs-sur-Boulogne;674;87.7;94;4.5;10.8;7.1;3.8;8.1;50.2;18.8;35
85130;Maché;237;81.5;87.8;5.7;10.4;4.2;2.4;6;55.1;14.8;16
85131;Les Magnils-Reigniers;342;84.1;91.3;6.7;7.3;6.3;3.1;1.4;51.3;23;8
85132;Maillé;203;84.4;91.5;4.4;9.8;5;3.1;4.8;49;27.1;9
85133;Maillezais;318;78.2;88.3;4.9;8;6.3;4;9;44.5;35.1;8
85134;Mallièvre;55;84.2;90.4;2.7;10.1;11.2;7.5;5.3;50.7;22.8;3
85135;Mareuil-sur-Lay-Dissais;776;77.8;85.2;4.8;9.1;6.3;3.8;2.4;46;27.8;34
85136;Marillet;33;70;77.8;7.3;6.2;2.1;2.1;7;47.2;26.8;1
85137;Marsais-Sainte-Radégonde;125;84.5;87.6;8;11.3;7.5;2.4;3.7;51.5;26.5;9
85138;Martinet;159;84.6;92.6;4.1;13.3;5.8;4.1;5.8;53.6;13.4;15
85139;Le Mazeau;135;84.6;85.8;6.6;7.9;8.8;3.8;3.8;49.7;30.4;2
85140;La Meilleraie-Tillay;339;83.9;90.7;5.2;7.7;3.7;2.9;4.9;50.7;22.7;10
85141;Menomblet;128;80.6;90.4;5.5;10;6.5;1.6;1.7;48.9;18.9;5
85142;La Merlatière;108;90.2;97.4;4;13.5;8;5.2;5.7;53.7;10.7;9
85143;Mervent;276;76.2;84.3;3.4;9;7;3.9;3.5;50.3;26.1;15
85144;Mesnard-la-Barotière;173;88.7;96.1;3.9;14.7;6.9;3.1;4.8;53.3;11.2;18
85145;Monsireigne;155;86.5;90.6;5.2;9.3;2.9;4;3.6;51.9;16;6
85146;Montaigu-Vendée;3327;87.8;92.8;4.8;13.7;8.7;6.9;6.4;52;16.2;230
85147;Montournais;336;85.9;90.8;4.7;9.6;5.6;2;2.1;52.4;20.6;9
85148;Montreuil;161;83.3;89.3;4.3;10;4.2;3.7;7.2;52.8;19.6;2
85149;Moreilles;67;76.9;82.7;7.6;8.6;3.4;3.7;4;50.2;16.3;5
85151;Mortagne-sur-Sèvre;1212;86.3;88.8;4.4;12.2;8.3;6.3;11.4;50.9;20;61
85152;Les Achards;991;88.5;92.2;4.8;13.8;8.6;4.9;5.3;50;18.6;62
85153;Mouchamps;480;85.4;95.2;4.9;9.9;5.6;3.7;5;52.6;16.4;24
85154;Mouilleron-Saint-Germain;427;84.4;91.7;6.2;10.1;4.3;3;9.1;47;23.9;15
85155;Mouilleron-le-Captif;1095;87.9;94.5;4.7;15.5;10.9;8.3;4.2;49.4;21.9;60
85156;Moutiers-les-Mauxfaits;614;85.8;89.6;5.6;10.2;7.7;3.4;9.5;44.6;27.2;30
85157;Moutiers-sur-le-Lay;176;82.5;92.8;6.3;11.8;6.1;2.8;3.7;49.1;22.5;6
85158;Mouzeuil-Saint-Martin;268;78.5;88.7;4.2;7.8;4.3;2.4;6.9;51.6;22.6;13
85159;Nalliers;579;83;91.6;5;8.6;6.6;2.5;3;48;24.8;23
85160;Nesmy;487;88.8;91.1;4.7;13.2;9.2;5.7;5.1;51.4;16.4;28
85161;Nieul-le-Dolent;542;89.5;94.2;4;13.2;6.7;3.7;2.8;49.7;21.5;25
85162;Rives-d'Autise;427;89.9;90.8;4.4;13.4;9;2.9;4.9;49.1;20.5;19
85163;Noirmoutier-en-l'Île;1720;81.4;85.2;6.8;8.3;6.5;5.6;5.4;44.2;38.3;54
85164;Notre-Dame-de-Monts;847;76.9;82.1;6;8.1;4.9;4;4.8;44.5;39.3;32
85165;L'Oie;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible
85167;L'Orbrie;178;86.3;92.5;4.5;11.7;9.1;4.8;4.2;55.8;22.6;7
85169;Palluau;184;83.3;92.1;4.8;10.5;7.8;2.9;7.3;50.5;16.6;17
85171;Péault;105;88.3;90;4.1;14;8.5;3.7;4;51.2;17.1;6
85172;Le Perrier;477;81.3;89.9;5;9.3;4.6;3.7;1.7;50;23.1;24
85174;Petosse;111;86;90.2;6.4;12.2;4.9;1.8;4;52.5;16.3;5
85175;Les Pineaux;78;87.6;90.5;3.5;13.3;6.1;3.3;1.6;53.5;11.8;10
85176;Pissotte;372;90.5;95.3;4.4;12.3;6.6;4.1;2.8;44.5;32;11
85177;Les Velluire-sur-Vendée;301;80.5;88.4;4.2;8.7;5.5;4;13.4;49.1;21.9;17
85178;Le Poiré-sur-Vie;1439;90.4;92.9;4.1;14.2;10;6.7;6.3;50.7;16.7;95
85179;Poiroux;252;84.9;91.3;4.6;11.2;6.9;4.9;3.8;49.4;21.1;17
85181;Pouillé;132;80.7;86.8;4.1;8.9;5.3;3;4.9;49;20.6;6
85182;Pouzauges;1291;81.6;85.5;6;10.5;6.7;4.9;8.7;49.1;23.2;47
85184;Puy-de-Serre;81;83.1;82.7;4.4;9.3;8.1;1.2;3.4;49.5;24.9;8
85185;Puyravault;172;87.1;90.9;5.9;7.3;5.8;2.1;4.2;48.5;26.4;5
85186;La Rabatelière;168;88.5;94;4.7;11.6;4.6;1.7;7.3;50.6;16.6;7
85187;Réaumur;185;83.5;94.5;4.1;9.1;5.5;2.1;3.9;50;21.5;8
85188;La Réorthe;205;85.2;90.2;5.9;12;6.6;3;3.9;49.9;18.4;11
85189;Notre-Dame-de-Riez;552;81.4;89.2;5.4;8.4;5.8;2.5;1;48.7;25.5;27
85190;Rocheservière;590;89.1;94.6;4;14.6;7.8;5.4;4.8;48.7;17;30
85191;La Roche-sur-Yon;11807;76.5;80.1;5.6;11.6;11.4;9.4;21;46.6;21.4;770
85192;Rochetrejoux;163;91.9;98.5;3.7;12.2;5.3;2.8;4.8;49.3;16.6;6
85193;Rosnay;115;80;89;4.7;11.1;9.6;3.2;3.9;50.2;17.6;11
85194;Les Sables-d'Olonne;18955;79.8;82.5;6.9;9.9;8.4;7.1;7.6;41.6;40.4;720
85196;Saint-André-Goule-d'Oie;238;88.6;95.6;4.2;12.3;4.9;2.4;1.4;53.9;12.4;21
85197;Montréverd;540;92.4;94.6;4.2;14.8;8.1;5.1;4.5;52.5;14.2;38
85198;Saint-Aubin-des-Ormeaux;182;89.9;96.6;4.9;14.9;6.9;2.7;5.4;54.8;13.3;8
85199;Saint-Aubin-la-Plaine;70;81.8;90.4;5.5;8.8;4.7;1.6;14.1;50.7;12.9;4
85200;Saint-Avaugourd-des-Landes;197;83.4;89.1;4.3;11.1;6.7;2.3;2.2;52.2;17.8;17
85201;Saint-Benoist-sur-Mer;177;82.5;86.8;5.8;10.6;3.3;3.3;0.4;44.6;35.3;8
85202;Sainte-Cécile;271;84.5;92.5;4.9;12.1;6.6;5.5;3.6;50.6;17.1;9
85204;Saint-Christophe-du-Ligneron;523;84.2;90;7.5;11.4;4.7;2.8;4.6;49.7;20;31
85205;Saint-Cyr-des-Gâts;118;81.8;86.4;5.6;8.8;5.4;2.2;4.1;51.7;22;6
85206;Saint-Cyr-en-Talmondais;130;72.4;85.3;8.6;10.7;5.9;4.1;2.9;49.3;32.3;5
85207;Saint-Denis-du-Payré;138;76.2;79;6.3;9.4;6.6;1.9;1.6;47.3;35.2;5
85208;Saint-Denis-la-Chevasse;389;92;95;4.1;13;9;5;4.5;51.7;16.3;23
85209;Saint-Étienne-de-Brillouet;82;87.8;93.5;5;11.2;6.9;2;3.8;50.5;12.9;7
85210;Saint-Étienne-du-Bois;390;80.3;86.8;5.6;10.1;5.9;3;5.5;51;18.2;22
85211;Sainte-Flaive-des-Loups;394;87.6;93.7;6;13.7;8.1;4.4;5;52.8;15.8;33
85212;Sainte-Florence;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible;N/A - résultat non disponible
85213;Rives de l'Yon;813;86.6;90.1;4.5;11.9;6.8;3.7;4;51.5;19.2;46
85214;Sainte-Foy;358;85.3;94.2;5.7;12.5;6.8;4.3;3.2;56.3;14.8;41
85215;Saint-Fulgent;769;88.1;92.2;5.3;11.9;5.5;3;9;50.4;20;38
85216;Sainte-Gemme-la-Plaine;401;87.1;91.6;4.7;9.3;5.7;3.5;2.4;50.4;19.3;26
85218;Saint-Georges-de-Pointindoux;250;85.7;93.9;4.4;13.7;6.7;3;3;55.1;14.5;23
85220;Saint-Germain-de-Prinçay;310;84.4;88.6;4.5;11.3;5.2;2.7;6.9;52.7;19.4;9
85221;Saint-Gervais;638;81.4;91.8;6.2;9;4.6;2.5;1.8;49.5;23.7;22
85222;Saint-Gilles-Croix-de-Vie;3621;78.9;82.2;7.4;9.8;8;5.9;5.5;38.1;45.7;123
85223;Sainte-Hermine;689;80.2;89.1;5.1;9.7;6.1;3.1;8.4;46.4;23.4;16
85226;Saint-Hilaire-de-Riez;4854;82.9;84.8;6.8;9;6.4;4.4;3.3;42.8;40;168
85227;Saint-Hilaire-des-Loges;501;83;89.7;5;9.2;6.6;3.8;9.1;47.2;26.2;17
85229;Saint-Hilaire-de-Voust;179;88;89.5;5.6;8.7;4.7;3.5;13.7;46.6;30.8;4
85231;Saint-Hilaire-la-Forêt;266;76.2;93.2;5.7;7.8;3.6;3;2.4;45;33.3;11
85232;Saint-Hilaire-le-Vouhis;136;86.5;90.4;4.8;11.3;5.8;3.7;6.5;52.5;12.5;13
85233;Saint-Jean-de-Beugné;100;87.1;94.6;3.7;13.8;5.9;2.9;6.9;53;16.4;6
85234;Saint-Jean-de-Monts;3519;75.3;83.2;7.7;9.7;6;4.1;5.6;42;40.3;134
85235;Saint-Juire-Champgillon;91;77.9;87.8;4.5;11.4;7.2;2.1;2.5;50.9;21.3;6
85236;Saint-Julien-des-Landes;421;81.9;92.9;4.7;11.2;5.5;4;2.5;50.4;21.9;20
85237;Saint-Laurent-de-la-Salle;99;75.4;82.4;6.7;7.7;5.3;3;2.3;48.8;25.4;7
85238;Saint-Laurent-sur-Sèvre;908;85.7;91;5.2;12.4;8.2;4.9;8.3;45.5;24.4;34
85239;Saint-Maixent-sur-Vie;195;83.7;89.4;3.8;9;7.9;3.2;2.3;52.3;17;7
85240;Saint-Malô-du-Bois;209;91.3;96.1;4.2;16;10.7;5.3;4.8;53.9;12.9;6
85242;Saint-Mars-la-Réorthe;156;87.3;94.2;5.8;13.2;5.4;3.4;5.5;52.6;15.5;10
85243;Brem-sur-Mer;1105;76.7;85.5;6.6;8.1;5;3;4;43.1;38.7;36
85244;Saint-Martin-de-Fraigneau;130;81.8;88.4;4.4;9.8;5;1.5;2.4;54.9;15.8;6
85245;Saint-Martin-des-Fontaines;44;78.6;95;6.8;14.3;7.5;5.3;3.5;49.1;26;0
85246;Saint-Martin-des-Noyers;499;88.1;92.9;5.1;9.9;5.5;3;5;49.8;19.9;16
85247;Saint-Martin-des-Tilleuls;139;90;96.2;4.8;11.7;7.7;3.6;4.7;53.2;12.7;12
85248;Saint-Martin-Lars-en-Sainte-Hermine;112;82.8;87;6.2;10.7;6.5;5.1;0;48.8;26.7;3
85250;Saint-Mathurin;412;87.9;93.2;5.7;11.8;6.7;3.5;4;52.6;17.6;22
85251;Saint-Maurice-des-Noues;159;85.3;86.4;4.8;10;3.8;2.3;5.6;52;25.4;5
85252;Saint-Maurice-le-Girard;136;84.4;90.9;7.1;8.5;2.9;2.4;3;49.8;22.9;5
85254;Saint-Mesmin;435;88.4;92.1;5.1;9;4.9;2;1.2;50.8;24.9;13
85255;Saint-Michel-en-l'Herm;978;77.9;86.9;7.1;7.4;4.4;2.5;5.3;39.1;41.8;21
85256;Saint-Michel-le-Cloucq;312;86;91.3;5.2;9.6;5.6;2.3;4.6;50.1;24.3;6
85259;Saint-Paul-en-Pareds;206;94.4;95.3;4;16.2;6.6;3.8;2.9;53.2;15.6;15
85260;Saint-Paul-Mont-Penit;124;81.7;91.4;3.8;12.4;6.1;2.8;7;52.2;15;11
85261;Sainte-Pexine;40;77.1;94.7;5.3;9.3;6.1;3.9;3.6;52;14.1;5
85262;Saint-Philbert-de-Bouaine;479;88.6;94.8;3.2;13.9;4.6;3.3;6.3;51.8;13.4;33
85264;Saint-Pierre-du-Chemin;404;74.6;85.2;6.1;6.8;3.6;2.2;6.3;46.2;30.3;13
85265;Saint-Pierre-le-Vieux;190;80.2;84.1;6.4;9.2;4;2.4;3;51.3;20.4;9
85266;Saint-Prouant;273;88.5;93.5;4.5;10.5;5;1.2;3.8;51.9;16.2;8
85267;Sainte-Radégonde-des-Noyers;168;83.4;87;7.1;10.2;7.3;2.1;2.7;54.2;17.6;8
85268;Saint-Révérend;325;87.5;94.2;4.4;8.4;5.5;2.2;1.9;50.5;22.1;13
85269;Saint-Sigismond;112;76;87;3.4;13.5;8.8;5.3;3.8;47.2;26.6;1
85273;Saint-Urbain;299;86.1;90;5.5;8.9;5.5;1.3;1.6;52.2;15.6;20
85274;Saint-Valérien;128;78.9;90.5;3.1;10.3;7.2;4.8;5.9;47.7;24.1;6
85276;Saint-Vincent-Sterlanges;121;82.1;92;5.6;9;5.4;4.3;5.7;52.3;16.2;8
85277;Saint-Vincent-sur-Graon;298;89.2;90.3;5.9;12.7;6.8;3.1;2.8;50.9;19.2;14
85278;Saint-Vincent-sur-Jard;612;79.8;86.6;7.6;7.4;5.7;2.6;1.5;39.8;46.2;21
85280;Sallertaine;775;85.8;91.8;4.1;10.4;5.8;3.6;0.7;49.2;24;46
85281;Sérigné;221;85.4;92.5;4.2;10.7;5.8;3.3;4.1;50.7;22.2;14
85282;Sigournais;169;83.1;93.3;5.6;10.3;6.1;4.4;3.5;51.1;18.5;15
85284;Soullans;1222;81;87.5;4.9;8.8;5.9;3.9;1.6;49.1;28.4;50
85285;Le Tablier;90;84.3;93.7;3.7;12.8;6.8;4.7;0.7;55.9;12;7
85286;La Taillée;118;83;89.8;2.9;5.9;6.4;2.2;3.8;49.5;21.4;12
85287;Tallud-Sainte-Gemme;70;85.8;93.1;5.1;11.6;6.9;1.2;5.4;52.9;15.4;6
85288;Talmont-Saint-Hilaire;2415;78.8;86.4;6;10;7.4;5;2.8;47.7;30.4;122
85289;Terval;527;88;89.7;5.5;9;4.6;1.8;6.1;50;24.3;13
85290;Thiré;129;80.7;87.6;5.2;12.1;5.7;3.3;6.6;48.7;23.7;6
85291;Thorigny;178;86.7;94.2;4.2;14.5;8.4;4.1;3.9;54.1;14.4;13
85292;Rives-du-Fougerais;354;84.6;87.2;5.4;7.5;3.8;1.1;2;50;23.5;14
85293;Tiffauges;290;89.7;89.9;4.8;12.6;8.1;3.6;5.3;50.5;18.3;10
85294;La Tranche-sur-Mer;1439;75.5;84.1;6.8;10.6;9.3;6;5.3;38.7;48.3;49
85295;Treize-Septiers;558;91.5;95;5.2;11.7;6.6;4.1;4.9;52.2;17;28
85296;Treize-Vents;238;86.4;92.6;4.2;9.3;8.2;2.9;7.6;49.5;19.1;7
85297;Triaize;290;83.9;88.6;5.4;10.7;4.2;1.6;1.6;48.7;28.7;12
85298;Vairé;386;86;92.3;4.2;11.4;5.7;5.5;2.8;49;21.3;27
85300;Venansault;787;90.6;93.9;4.2;13;9.7;6.4;5.1;52.2;16.8;58
85301;Vendrennes;230;91.5;95.8;4.8;16.1;6;2.4;4.1;52.2;12.9;14
85302;Chanverrie;1157;90;95.3;4.8;12.2;6.6;3.3;6.9;51.3;21.2;54
85303;Vix;487;85.3;93;6.4;8.5;3.9;2.6;4.8;47.5;26.7;5
85304;Vouillé-les-Marais;187;81;83.1;6.6;7.4;3;3;14.5;47.6;24.8;5
85305;Vouvant;284;85;91;3.8;10.2;7.9;4.4;2.7;46.4;33.6;5
85306;Xanton-Chassenon;147;83.3;89.1;7.1;14.2;7.5;3.5;5.3;51;20.1;7
86001;Adriers;254;81.7;89.4;4;5.9;3.4;3.7;2.3;48.2;35.7;6
86002;Amberre;100;88.6;95.6;4.1;15;6.1;3.9;4.4;53;17.3;6
86003;Anché;67;78.5;89.5;6.7;14;8.7;8.2;2.8;51.6;19.7;7
86004;Angles-sur-l'Anglin;146;70.8;83.2;7.5;9.2;10.8;8.2;2;43.8;42.2;2
86005;Angliers;146;80.6;88.4;3.3;11;4.9;1.9;10.6;52.7;23.9;6
86006;Antigny;176;84.8;87;9.5;6.9;6.5;3.8;1.5;46.1;32.6;10
86007;Antran;284;89.6;94.5;4;15;5.9;6.5;3.7;49.9;24.6;13
86008;Arçay;101;86.8;92.4;3.5;8.5;3.9;1.8;3.7;51.3;30;6
86009;Archigny;283;81.5;84.9;5.5;9.3;6.3;3;4.6;47.6;26.6;9
86010;Aslonnes;165;95.3;91.6;4.1;15.6;8.5;7.1;2.6;57.3;14.8;13
86011;Asnières-sur-Blour;59;75;91.2;4.6;7.2;8.5;9.2;0;50.5;33;3
86012;Asnois;68;93.7;92.3;4.2;10.9;6.7;4.2;0;43.9;44.7;0
86013;Aulnay;33;91.7;84.6;4.9;8.5;4.9;3.7;3.8;46.4;34;1
86014;Availles-en-Châtellerault;341;86.3;93.3;4;13.1;7.9;6.1;3.3;51.5;19.6;14
86015;Availles-Limouzine;455;79;87.3;6;7;4.4;2.9;5.1;44.5;36.8;13
86016;Avanton;391;91;94.5;4.2;16;11.3;8.3;2;52;17.7;21
86017;Ayron;237;86.3;85.8;4.7;11.4;6.1;2.8;6.2;50.8;21.7;8
86018;Basses;64;87.4;89.6;5.6;8.8;3.2;0.4;5.7;54.2;20;5
86019;Beaumont Saint-Cyr;546;85.9;92.9;3.6;12.8;8.1;6.2;3.1;52.2;18.5;33
86020;Bellefonds;54;84.6;90.3;1.4;15.3;8;4;0;53.8;21.6;1
86022;Berrie;77;84.7;90.5;4.3;4.2;6.1;5.2;8;49.5;30.5;5
86023;Berthegon;67;75.7;82.2;3.9;3.9;6.8;3.4;0;49.1;25.1;4
86024;Béruges;280;88.9;93.6;4.8;16.8;12.3;8.8;0.7;53;17.9;7
86025;Béthines;186;80.9;89.6;2.5;8.2;3;3;0.5;44;39.2;6
86026;Beuxes;111;81.6;89.6;5.1;11.6;6;4.1;12.7;50.3;20.4;1
86027;Biard;375;79.8;87;4.2;13;14;12;9.5;50.6;20.2;47
86028;Bignoux;226;92.7;91.7;4.7;16.1;11.1;11.3;6.8;53.6;21.1;15
86029;Blanzay;216;75.8;91.1;8.6;9;6;5.1;2.4;47.8;27.4;6
86031;Bonnes;393;93.6;94.2;5.2;12.1;12.3;9.1;2.1;50.6;22.9;20
86032;Bonneuil-Matours;409;86.7;89.2;4.5;12.8;9.5;8.3;7.9;50.9;19.6;27
86034;Bouresse;152;87.2;91.6;3.2;10.4;5;3.7;0.7;48.6;25;7
86035;Bourg-Archambault;68;76.5;76.5;4.9;4.9;2.1;4.2;7.1;44.4;38;0
86036;Bournand;157;82.2;88.9;3.8;9.9;5.6;4.8;5.7;50;17.5;8
86037;Brigueil-le-Chantre;242;63.7;81.3;5.4;7.3;4.8;2.9;0;37.8;49.3;2
86038;Brion;33;87.3;83;3.4;8;8;4.6;8.1;56.6;15.5;1
86039;Brux;180;70.6;85.3;5;10.1;5.2;3.9;4.8;47.8;24.4;14
86040;La Bussière;106;89.7;82;2.7;7.3;6.9;4.6;0;47.4;34.2;1
86041;Buxerolles;2429;79.9;82.5;5.6;12.4;12.7;12.2;12.6;47.1;24.3;126
86042;Buxeuil;242;81.7;89.1;4.5;8.6;3.5;2.4;9.8;51.2;26.5;9
86044;Ceaux-en-Loudun;127;79;90.6;4.4;9.4;5.6;2;5.7;52.6;23.2;9
86045;Celle-Lévescault;207;88.1;90.7;3.9;15.5;9.3;5.2;3.6;53.3;15.3;8
86046;Cenon-sur-Vienne;467;86;94.2;5.7;10.7;5.5;4.4;11;50.8;27.1;16
86047;Cernay;95;77.7;87.3;4.5;8.9;5.8;2.8;0;51.8;19.6;3
86048;Chabournay;145;92.6;92.9;2.9;14.8;10.2;6.1;0.4;52.9;12.2;16
86049;Chalais;127;88.9;87.1;7.6;8.9;4.8;2.9;2.2;53.5;25.7;7
86050;Chalandray;157;77.1;91.5;6.1;9.2;4.9;5.5;6.2;51.2;18.6;3
86051;Champagné-le-Sec;54;87.1;93.5;8;6.1;3.1;4.9;1.1;47.9;26.8;3
86052;Champagné-Saint-Hilaire;209;80.9;89.3;3.2;10.7;8.7;5.3;6.6;47.4;21.1;11
86053;Champigny en Rochereau;299;90.3;94.9;4;14;8.3;6;1.8;53.4;15.4;20
86054;Champniers;120;79.6;85.2;7.6;8.7;4.2;3.5;0;47.4;34.1;6
86055;La Chapelle-Bâton;98;78.8;78.9;8.8;7.3;5.9;2.8;0;51.7;27.6;4
86058;La Chapelle-Moulière;120;94;92.1;5.7;13.3;11.1;11.3;0;52.5;16.5;10
86059;Chapelle-Viviers;110;72.8;81.8;6.7;9.1;3.4;2.6;2.7;46.6;18.6;10
86061;Charroux;428;74.9;89.3;6.8;8.8;5.5;4.7;1.9;42.2;39;8
86062;Chasseneuil-du-Poitou;795;82.6;83.6;5;13.1;10;7.6;13.5;46.5;16.9;77
86063;Chatain;88;61.4;81.6;6.4;3.7;9.9;1.4;3.2;51.1;35.7;0
86064;Château-Garnier;235;78.4;87.3;5.2;4.8;5.2;5.2;0.8;40.7;38.4;8
86065;Château-Larcher;170;86.3;97.9;4.4;12.7;11;4.6;3.4;51.2;16.2;16
86066;Châtellerault;8190;67.2;71.4;5.8;9.3;6.8;5.9;17.9;46.3;25.9;426
86068;Chaunay;400;73.3;83.1;5.8;7.8;4.7;3.5;10.9;46;32.9;9
86069;La Chaussée;44;83.9;84.4;6.2;9.7;5.6;4.2;4.4;51.9;24.1;3
86070;Chauvigny;1931;81.1;84.7;7;10.6;7.5;6.2;9.6;46.6;27.3;64
86072;Chenevelles;76;79.2;90.3;7.7;10;5.7;4.3;3.8;53.2;16.8;11
86073;Cherves;147;85.3;91.9;4.9;8.8;6.1;4.2;13.2;47.9;28.1;5
86074;Chiré-en-Montreuil;145;90;92.3;5.6;12;7.8;5.8;7.4;55.8;15.8;12
86075;Chouppes;168;82.3;93.8;5;10.4;5.5;2.6;1.2;49.8;22;13
86076;Cissé;494;91.7;94.1;4.4;15;12.4;10.7;2.6;52.3;17.3;45
86077;Civaux;233;84.4;92.5;7.8;12.4;4.3;3.6;6.9;46.7;19.3;12
86078;Civray;1086;77.8;78.2;7.6;6.7;4.8;3.8;5.3;38.2;42.2;24
86079;La Roche-Rigault;116;78.3;90.5;4.2;11.4;5.8;1.9;4.2;52.9;20.7;7
86080;Cloué;75;80.9;86.6;4.2;11.6;6.6;6.6;2;56.8;15;8
86081;Colombiers;276;83;87.3;3.6;12.7;5.7;4.8;0.5;51;19.3;12
86082;Valence-en-Poitou;1134;84.9;87.1;5.4;10.4;7.6;4.8;3.9;47.6;25.7;37
86083;Coulombiers;245;86.9;96.5;4.7;11.6;6.6;4.1;3.9;50.2;21.7;9
86084;Coulonges-les-Hérolles;106;64.3;79.2;4.3;8.1;8.6;3.8;0;39.3;45.3;1
86085;Coussay;64;76.1;83.1;6.8;10.8;5.4;2.5;2.6;51.8;25.7;6
86086;Coussay-les-Bois;210;84.6;89.9;4.2;9.6;6.2;3.7;0.7;50.4;22.6;13
86087;Craon;51;64.3;88.6;7.6;3.4;1.4;1.4;3.5;49.5;28;2
86088;Croutelle;179;88.8;96.8;4.6;14.6;13.4;12.1;0.9;51.5;20.1;11
86089;Cuhon;81;84.9;85.1;3.8;10.7;7.6;4.5;1.8;52.2;20.9;7
86090;Curçay-sur-Dive;62;91.4;87.8;5.4;7.2;6.6;4.2;0;46.3;28.7;0
86091;Curzay-sur-Vonne;93;79.1;79.2;6.7;8.6;6;4;5.5;51.5;24.2;2
86092;Dangé-Saint-Romain;810;83.7;87;5.1;9.6;5.2;2.3;6.9;49.4;27.3;22
86093;Dercé;46;85.7;82.8;6.8;6;8.3;6;2.5;47.9;28.8;0
86094;Dienné;58;93.3;95;4.4;13.4;10;8;6.3;57.5;9.9;0
86095;Dissay;526;86.5;86.8;4.5;14.6;8;6.5;9.4;52.2;16.1;43
86096;Doussay;111;74.4;90.6;5;9.9;4;2.8;0;55.1;16.9;6
86097;La Ferrière-Airoux;53;87.3;87.1;3.3;9.1;7;7;3.6;53.5;16;3
86098;Fleix;30;92.9;96;2.8;8.5;4.7;1.9;6.2;50;20.8;4
86099;Fleuré;196;82.7;91;3.7;11;6;4;12.4;53.3;18.7;8
86100;Fontaine-le-Comte;950;88.6;91.3;5.2;13.4;10.1;9;6;50.4;23.9;36
86102;Frozes;73;88.7;93.1;4.4;12.9;10.3;5.2;0;54;12.3;5
86103;Gençay;608;81.2;82.8;5.5;8.3;5.5;4;9.3;42.3;34.9;17
86104;Genouillé;162;83.4;84.9;6.1;3.9;7.8;4.6;0;47.3;32.7;3
86105;Gizay;56;88.4;93.1;3.7;13.6;8.5;6.3;5.3;55.5;15.3;6
86106;Glénouze;29;66.7;93.8;4.7;5.8;4.7;0;0;53;30;0
86107;Gouex;139;80.3;88.9;5.8;10.2;4.7;3.1;3.1;49.3;29.8;3
86108;La Grimaudière;103;70.2;79.9;4.3;6.3;3.7;4.1;5.5;50;25.5;1
86109;Guesnes;66;69.3;83.8;7.7;7.6;2.7;2.8;0;48.2;30.3;6
86110;Haims;37;91.8;92.7;2.8;10.1;3.9;2.8;1.9;57.7;16.3;3
86111;Ingrandes;422;85.9;90.4;4;10.7;4.7;3.2;7.8;48.9;24.5;18
86112;L'Isle-Jourdain;541;75.2;77.4;9.9;4.6;4.2;4.4;13.4;37.4;46.3;11
86113;Iteuil;626;87.9;92.2;4.5;13.1;11.1;8.7;8.8;51.5;21.1;26
86114;Jardres;222;90;93.2;4.2;15.6;12.2;5.9;1.5;49.9;17.5;17
